"","hexID","decID","l4hex","l4dec","idx","recapCount","firstObserved","lastObserved","x","HEX.Tag.ID","Species","Length.Inches","Client"
"457","3DD.003E1F0E60","989.001042222688","0E60","2688",489,1,2022-09-02 11:00:00,2022-09-02 11:00:00,"Reader_Data/9-2-22-Brett-Reader.csv","3DD.003E1F0E60","Rainbow",5,"Rolland"
"458","3DD.003E1F0E61","989.001042222689","0E61","2689",445,1,2022-08-26 11:00:00,2022-08-26 11:00:00,"Reader_Data/8-26-22-Brett-Reader.csv","3DD.003E1F0E61","Brown",10,"Rolland"
"459","3DD.003E1F0E62","989.00104222269","0E62","2269",563,1,2022-08-19 11:00:00,2022-08-19 11:00:00,"Reader_Data/8-19-22-Brett-Reader.csv","3DD.003E1F0E62","Rainbow",14,"Wolfson"
"460","3DD.003E1F0E64","989.001042222692","0E64","2692",386,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E1F0E64","Brown",17,"Ransohoff"
"461","3DD.003E1F0E65","989.001042222693","0E65","2693",388,1,2022-07-29 11:00:00,2022-07-29 11:00:00,"Reader_Data/7-29-22-Brett-Reader.csv","3DD.003E1F0E65","Brown",11,"Ransohoff"
"462","3DD.003E1F0E66","989.001042222694","0E66","2694",447,1,2022-08-26 11:00:00,2022-08-26 11:00:00,"Reader_Data/8-26-22-Brett-Reader.csv","3DD.003E1F0E66","Brown",13,"Ransohoff"
"463","3DD.003E1F0E67","989.001042222695","0E67","2695",423,1,2022-08-11 11:00:00,2022-08-11 11:00:00,"Reader_Data/8-11-22-Brett-Reader.csv","3DD.003E1F0E67","Rainbow",5,"Ransohoff"
"464","3DD.003E1F0E68","989.001042222696","0E68","2696",368,1,2022-07-27 11:00:00,2022-07-27 11:00:00,"Reader_Data/7-27-22-Brett-Reader.csv","3DD.003E1F0E68","Rainbow",13,"Herbert"
"465","3DD.003E1F0E6A","989.001042222698","0E6A","2698",382,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E1F0E6A","Brown",16,"Ransohoff"
"466","3DD.003E1F0E6E","989.001042222702","0E6E","2702",424,1,2022-08-12 11:00:00,2022-08-12 11:00:00,"Reader_Data/8-12-22-Brett-Reader.csv","3DD.003E1F0E6E","Rainbow",8,"Danberry"
"467","3DD.003E1F0E6F","989.001042222703","0E6F","2703",458,1,2022-08-04 11:00:00,2022-08-04 11:00:00,"Reader_Data/8-4-22-Brett-Reader.csv","3DD.003E1F0E6F","Rainbow",16,"Ransohoff"
"468","3DD.003E1F0E70","989.001042222704","0E70","2704",413,1,2022-08-01 11:00:00,2022-08-01 11:00:00,"Reader_Data/8-1-22-Brett-Reader.csv","3DD.003E1F0E70","Brown",16,"Ransohoff"
"469","3DD.003E1F0E71","989.001042222705","0E71","2705",384,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E1F0E71","Brown",13,"Ransohoff"
"470","3DD.003E1F0E72","989.001042222706","0E72","2706",425,1,2022-08-14 11:00:00,2022-08-14 11:00:00,"Reader_Data/8-14-22-Brett-Reader.csv","3DD.003E1F0E72","Brown",16,"Stickney"
"471","3DD.003E1F0E73","989.001042222707","0E73","2707",422,1,2022-08-11 11:00:00,2022-08-11 11:00:00,"Reader_Data/8-11-22-Brett-Reader.csv","3DD.003E1F0E73","Brown",10,"Ransohoff"
"472","3DD.003E1F0E74","989.001042222708","0E74","2708",491,1,2022-09-02 11:00:00,2022-09-02 11:00:00,"Reader_Data/9-2-22-Brett-Reader.csv","3DD.003E1F0E74","Rainbow",6,"Ransohoff"
"473","3DD.003E1F0E75","989.001042222709","0E75","2709",438,1,2022-08-20 11:00:00,2022-08-20 11:00:00,"Reader_Data/8-20-22-Brett-Reader.csv","3DD.003E1F0E75","Rainbow",14,"Ransohoff"
"474","3DD.003E1F0E76","989.00104222271","0E76","2271",569,1,2022-09-02 11:00:00,2022-09-02 11:00:00,"Reader_Data/9-2-22-Brett-Reader.csv","3DD.003E1F0E76","Rainbow",5,"Rolland"
"476","3DD.003E1F0E78","989.001042222712","0E78","2712",411,1,2022-08-01 11:00:00,2022-08-01 11:00:00,"Reader_Data/8-1-22-Brett-Reader.csv","3DD.003E1F0E78","Brown",10,"Ransohoff"
"477","3DD.003E1F0E7A","989.001042222714","0E7A","2714",432,1,2022-08-19 11:00:00,2022-08-19 11:00:00,"Reader_Data/8-19-22-Brett-Reader.csv","3DD.003E1F0E7A","Rainbow",15,"Wolfson"
"478","3DD.003E1F0E7B","989.001042222715","0E7B","2715",457,1,2022-08-04 11:00:00,2022-08-04 11:00:00,"Reader_Data/8-4-22-Brett-Reader.csv","3DD.003E1F0E7B","Rainbow",12,"Ransohoff"
"479","3DD.003E1F0E7D","989.001042222717","0E7D","2717",398,1,2022-07-31 11:00:00,2022-07-31 11:00:00,"Reader_Data/7-31-22-Brett-Reader.csv","3DD.003E1F0E7D","Rainbow",15,"Serretore"
"480","3DD.003E1F0E7E","989.001042222718","0E7E","2718",451,1,2022-08-28 11:00:00,2022-08-28 11:00:00,"Reader_Data/8-28-22-Brett-Reader.csv","3DD.003E1F0E7E","Brown",16,"Ransohoff"
"481","3DD.003E1F0E7F","989.001042222719","0E7F","2719",459,1,2022-08-04 11:00:00,2022-08-04 11:00:00,"Reader_Data/8-4-22-Brett-Reader.csv","3DD.003E1F0E7F","Rainbow",5,"Ransohoff"
"482","3DD.003E1F0E80","989.00104222272","0E80","2272",566,1,2022-08-26 11:00:00,2022-08-26 11:00:00,"Reader_Data/8-26-22-Brett-Reader.csv","3DD.003E1F0E80","Rainbow",5,"Ransohoff"
"484","3DD.003E1F0E84","989.001042222724","0E84","2724",446,1,2022-08-26 11:00:00,2022-08-26 11:00:00,"Reader_Data/8-26-22-Brett-Reader.csv","3DD.003E1F0E84","Brown",21,"Rolland"
"485","3DD.003E1F0E86","989.001042222726","0E86","2726",452,1,2022-08-28 11:00:00,2022-08-28 11:00:00,"Reader_Data/8-28-22-Brett-Reader.csv","3DD.003E1F0E86","Brown",16,"Ransohoff"
"486","3DD.003E1F0E87","989.001042222727","0E87","2727",385,1,2022-07-28 11:00:00,2022-07-28 11:00:00,"Reader_Data/7-28-22-Brett-Reader.csv","3DD.003E1F0E87","Rainbow",12,"Ransohoff"
"487","3DD.003E1F0E8A","989.00104222273","0E8A","2273",558,1,2022-07-29 11:00:00,2022-07-29 11:00:00,"Reader_Data/7-29-22-Brett-Reader.csv","3DD.003E1F0E8A","Rainbow",5,"Ransohoff"
"488","3DD.003E1F0E8B","989.001042222731","0E8B","2731",414,1,2022-08-01 11:00:00,2022-08-01 11:00:00,"Reader_Data/8-1-22-Brett-Reader.csv","3DD.003E1F0E8B","Rainbow",12,"Ransohoff"
"489","3DD.003E1F0E8D","989.001042222733","0E8D","2733",436,1,2022-08-19 11:00:00,2022-08-19 11:00:00,"Reader_Data/8-19-22-Brett-Reader.csv","3DD.003E1F0E8D","Rainbow",14,"Wolfson"
"490","3DD.003E1F0E8E","989.001042222734","0E8E","2734",410,1,2022-08-01 11:00:00,2022-08-01 11:00:00,"Reader_Data/8-1-22-Brett-Reader.csv","3DD.003E1F0E8E","Brown",8,"Wilson"
"491","3DD.003E1F0E8F","989.001042222735","0E8F","2735",494,1,2022-09-02 11:00:00,2022-09-02 11:00:00,"Reader_Data/9-2-22-Brett-Reader.csv","3DD.003E1F0E8F","Rainbow",4,"Ransohoff"
"492","3DD.003E1F0E91","989.001042222737","0E91","2737",448,1,2022-08-28 11:00:00,2022-08-28 11:00:00,"Reader_Data/8-28-22-Brett-Reader.csv","3DD.003E1F0E91","Rainbow",15,"Ransohoff"
"493","3DD.003E1F0E92","989.001042222738","0E92","2738",396,1,2022-07-31 11:00:00,2022-07-31 11:00:00,"Reader_Data/7-31-22-Brett-Reader.csv","3DD.003E1F0E92","Rainbow",13,"Serretore"
"494","3DD.003E1F0E93","989.001042222739","0E93","2739",397,1,2022-07-31 11:00:00,2022-07-31 11:00:00,"Reader_Data/7-31-22-Brett-Reader.csv","3DD.003E1F0E93","Rainbow",4,"Serretore"
"495","3DD.003E28 1A68 ",NA,"1A68",NA,623,1,2022-06-25 11:00:00,2022-06-25 11:00:00,"Reader_Data/6-25-22-Brett-Reader.csv","3DD.003E28 1A68 ","Brown",14,NA
"496","3DD.003E281A61","989.001042815585","1A61","5585",257,1,2022-06-14 10:37:35,2022-06-14 10:37:35,"Reader_Data/6-14-22-Reader.csv","3DD.003E281A61","Brown",7,NA
"497","3DD.003E281A62",NA,"1A62",NA,671,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader-brett.csv","3DD.003E281A62","Rainbow",12,"Herbert"
"498","3DD.003E281A63",NA,"1A63",NA,669,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader-brett.csv","3DD.003E281A63","Rainbow",18,"Herbert"
"499","3DD.003E281A64",NA,"1A64",NA,633,1,2022-06-30 11:00:00,2022-06-30 11:00:00,"Reader_Data/6-30-22-Reader-Brett.csv","3DD.003E281A64","Rainbow",16,"Ransohoff"
"500","3DD.003E281A65","989.001042815589","1A65","5589",293,1,2022-06-08 22:43:13,2022-06-08 22:43:13,"Reader_Data/6-9-22-Reader.csv","3DD.003E281A65","Rainbow",16,NA
"501","3DD.003E281A66",NA,"1A66",NA,626,1,2022-06-29 11:00:00,2022-06-29 11:00:00,"Reader_Data/6-29-22-Reader-Brett.csv","3DD.003E281A66","Rainbow",16,"Herbert"
"502","3DD.003E281A67","989.001042815591","1A67","5591",318,1,2022-07-14 11:58:46,2022-07-14 11:58:46,"Reader_Data/7-14-22-Reader.csv","3DD.003E281A67","Rainbow",16,"Blinken"
"503","3DD.003E281A69","989.001042815593","1A69","5593",258,1,2022-06-14 13:28:32,2022-06-14 13:28:32,"Reader_Data/6-14-22-Reader.csv","3DD.003E281A69","Rainbow",8,NA
"504","3DD.003E281A6A",NA,"1A6A",NA,643,1,2022-07-01 11:00:00,2022-07-01 11:00:00,"Reader_Data/7-01-22-Reader.csv","3DD.003E281A6A","Rainbow",4,"Blinken"
"505","3DD.003E281A6B",NA,"1A6B",NA,597,1,2022-06-15 11:00:00,2022-06-15 11:00:00,"Reader_Data/6-15-22-Reader.csv","3DD.003E281A6B","Brown",19,NA
"506","3DD.003E281A6C","989.001042815596","1A6C","5596",279,1,2022-06-28 10:42:07,2022-06-28 10:42:07,"Reader_Data/6-28-22-Reader.csv","3DD.003E281A6C","Rainbow",16,NA
"507","3DD.003E281A6D","989.001042815597","1A6D","5597",294,1,2022-06-08 22:54:19,2022-06-08 22:54:19,"Reader_Data/6-9-22-Reader.csv","3DD.003E281A6D","Rainbow",16,NA
"508","3DD.003E281A6E",NA,"1A6E",NA,615,1,2022-06-23 11:00:00,2022-06-23 11:00:00,"Reader_Data/6-23-22-Reader.csv","3DD.003E281A6E","Rainbow",6,NA
"509","3DD.003E281A6F","989.001042815599","1A6F","5599",266,1,2022-06-17 15:35:22,2022-06-17 15:35:22,"Reader_Data/6-17-22-Reader.csv","3DD.003E281A6F","Brown",17,"Ames"
"510","3DD.003E281A70","989.0010428156","1A70","8156",577,1,2022-06-14 12:29:39,2022-06-14 12:29:39,"Reader_Data/6-14-22-Reader.csv","3DD.003E281A70","Brown",17,NA
"511","3DD.003E281A71","989.001042815601","1A71","5601",291,1,2022-06-08 22:19:04,2022-06-08 22:19:04,"Reader_Data/6-9-22-Reader.csv","3DD.003E281A71","Rainbow",13,NA
"512","3DD.003E281A72","989.001042815602","1A72","5602",259,1,2022-06-14 15:31:25,2022-06-14 15:31:25,"Reader_Data/6-14-22-Reader.csv","3DD.003E281A72","Brown",6,NA
"513","3DD.003E281A73",NA,"1A73",NA,632,1,2022-06-30 11:00:00,2022-06-30 11:00:00,"Reader_Data/6-30-22-Reader-Brett.csv","3DD.003E281A73","Rainbow",14,"Ransohoff"
"514","3DD.003E281A74",NA,"1A74",NA,614,1,2022-06-23 11:00:00,2022-06-23 11:00:00,"Reader_Data/6-23-22-Reader.csv","3DD.003E281A74","Rainbow",15,NA
"515","3DD.003E281A75",NA,"1A75",NA,602,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281A75","Brown",13,NA
"516","3DD.003E281A76","989.001042815606","1A76","5606",267,1,2022-06-22 10:24:09,2022-06-22 10:24:09,"Reader_Data/6-22-22-Reader.csv","3DD.003E281A76","Rainbow",4,NA
"517","3DD.003E281A77",NA,"1A77",NA,640,1,2022-07-01 11:00:00,2022-07-01 11:00:00,"Reader_Data/7-01-22-Reader.csv","3DD.003E281A77","Rainbow",12,"Blinken"
"519","3DD.003E281A7A",NA,"1A7A",NA,630,1,2022-06-30 11:00:00,2022-06-30 11:00:00,"Reader_Data/6-30-22-Reader-Brett.csv","3DD.003E281A7A","Rainbow",13,"Ransohoff"
"520","3DD.003E281A7B","989.001042815611","1A7B","5611",263,1,2022-06-17 14:01:52,2022-06-17 14:01:52,"Reader_Data/6-17-22-Reader.csv","3DD.003E281A7B","Brown ",14,""
"521","3DD.003E281A7C",NA,"1A7C",NA,619,1,2022-06-24 11:00:00,2022-06-24 11:00:00,"Reader_Data/6-25-22-Brett-Reader.csv","3DD.003E281A7C","Brown",20,NA
"522","3DD.003E281A7D",NA,"1A7D",NA,610,1,2022-06-21 11:00:00,2022-06-21 11:00:00,"Reader_Data/6-21-22-Reader.csv","3DD.003E281A7D","Brown",15,NA
"523","3DD.003E281A7E",NA,"1A7E",NA,670,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader-brett.csv","3DD.003E281A7E","Brown",15,"Herbert"
"524","3DD.003E281A7f",NA,"1A7f",NA,604,1,2022-06-14 11:00:00,2022-06-14 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281A7f","Rainbow",7,NA
"525","3DD.003E281A80","989.001042815616","1A80","5616",399,1,2022-07-05 11:00:00,2022-07-05 11:00:00,"Reader_Data/7-5-22-Reader-brett.csv","3DD.003E281A80","Brown",14,"Firtel"
"526","3DD.003E281A81","989.001042815617","1A81","5617",273,1,2022-06-28 09:33:32,2022-06-28 09:33:32,"Reader_Data/6-28-22-Reader.csv","3DD.003E281A81","Rainbow",15,NA
"528","3DD.003E281A83","989.001042815619","1A83","5619",256,1,2022-06-14 10:21:47,2022-06-14 10:21:47,"Reader_Data/6-14-22-Reader.csv","3DD.003E281A83","Rainbow",6,NA
"529","3DD.003E281A84",NA,"1A84",NA,600,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281A84","Rainbow",15,NA
"530","3DD.003E281A85","989.001042815621","1A85","5621",400,1,2022-07-05 11:00:00,2022-07-05 11:00:00,"Reader_Data/7-5-22-Reader-brett.csv","3DD.003E281A85","Brown",15,"Firtel"
"531","3DD.003E281A86",NA,"1A86",NA,639,1,2022-07-01 11:00:00,2022-07-01 11:00:00,"Reader_Data/7-01-22-Reader.csv","3DD.003E281A86","Rainbow",6,"Blinken"
"532","3DD.003E281A87",NA,"1A87",NA,599,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281A87","Rainbow",6,NA
"533","3DD.003E281A88","989.001042815624","1A88","5624",264,1,2022-06-17 14:17:42,2022-06-17 14:17:42,"Reader_Data/6-17-22-Reader.csv","3DD.003E281A88","Rainbow",4,""
"535","3DD.003E281A8A",NA,"1A8A",NA,637,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-9-22-Reader.csv","3DD.003E281A8A","Rainbow",14,NA
"536","3DD.003E281A8B","989.001042815627","1A8B","5627",402,1,2022-07-05 11:00:00,2022-07-05 11:00:00,"Reader_Data/7-5-22-Reader-brett.csv","3DD.003E281A8B","Rainbow",14,"Firtel"
"537","3DD.003E281A8C",NA,"1A8C",NA,609,1,2022-06-21 11:00:00,2022-06-21 11:00:00,"Reader_Data/6-21-22-Reader.csv","3DD.003E281A8C","Brown",15,NA
"538","3DD.003E281A8D",NA,"1A8D",NA,611,1,2022-06-21 11:00:00,2022-06-21 11:00:00,"Reader_Data/6-21-22-Reader.csv","3DD.003E281A8D","Brown",15,NA
"539","3DD.003E281A8E",NA,"1A8E",NA,617,1,2022-06-23 11:00:00,2022-06-23 11:00:00,"Reader_Data/6-23-22-Reader.csv","3DD.003E281A8E","Rainbow",14,NA
"540","3DD.003E281A8F",NA,"1A8F",NA,636,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-9-22-Reader.csv","3DD.003E281A8F","Rainbow",14,NA
"541","3DD.003E281A90","989.001042815632","1A90","5632",260,1,2022-06-17 11:07:24,2022-06-17 11:07:24,"Reader_Data/6-17-22-Reader.csv","3DD.003E281A90","Brown",6,""
"542","3DD.003E281A91","989.001042815633","1A91","5633",296,1,2022-06-08 23:13:21,2022-06-08 23:13:21,"Reader_Data/6-9-22-Reader.csv","3DD.003E281A91","Rainbow ",17,NA
"543","3DD.003E281A92","989.001042815634","1A92","5634",288,1,2022-06-29 12:12:25,2022-06-29 12:12:25,"Reader_Data/6-29-22-Reader.csv","3DD.003E281A92","Rainbow",15,"Carl Behnke"
"544","3DD.003E281A93","989.001042815635","1A93","5635",404,1,2022-07-05 11:00:00,2022-07-05 11:00:00,"Reader_Data/7-5-22-Reader-brett.csv","3DD.003E281A93","Rainbow",13,"Firtel"
"545","3DD.003E281A94","989.001042815636","1A94","5636",277,1,2022-06-28 10:18:18,2022-06-28 10:18:18,"Reader_Data/6-28-22-Reader.csv","3DD.003E281A94","Rainbow",4,NA
"546","3DD.003E281A95","989.001042815637","1A95","5637",274,1,2022-06-28 09:46:06,2022-06-28 09:46:06,"Reader_Data/6-28-22-Reader.csv","3DD.003E281A95","Brown",18,NA
"547","3DD.003E281A96","989.001042815638","1A96","5638",276,1,2022-06-28 10:12:15,2022-06-28 10:12:15,"Reader_Data/6-28-22-Reader.csv","3DD.003E281A96","Rainbow",3,NA
"548","3DD.003E281A97","989.001042815639","1A97","5639",290,1,2022-06-03 12:42:33,2022-06-03 12:42:33,"Reader_Data/6-3-22-Greg-capture.csv","3DD.003E281A97","Brown Trout",17,NA
"549","3DD.003E281A98","989.00104281564","1A98","1564",548,1,2022-06-03 11:48:26,2022-06-03 11:48:26,"Reader_Data/6-3-22-Greg-capture.csv","3DD.003E281A98","Brown Trout",14,NA
"551","3DD.003E281A9A","989.001042815642","1A9A","5642",262,1,2022-06-17 12:10:03,2022-06-17 12:10:03,"Reader_Data/6-17-22-Reader.csv","3DD.003E281A9A","Brown",4,""
"552","3DD.003E281A9B",NA,"1A9B",NA,607,1,2022-06-21 11:00:00,2022-06-21 11:00:00,"Reader_Data/6-21-22-Reader.csv","3DD.003E281A9B","Brown",15,NA
"553","3DD.003E281A9c",NA,"1A9c",NA,598,1,2022-06-08 11:00:00,2022-06-08 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281A9c","Brown",15,NA
"554","3DD.003E281A9D",NA,"1A9D",NA,648,1,2022-07-16 11:00:00,2022-07-16 11:00:00,"Reader_Data/7-16-22-Reader.csv","3DD.003E281A9D","Brown",15,"Ransohoff"
"555","3DD.003E281A9E","989.001042815646","1A9E","5646",255,1,2022-06-14 10:18:54,2022-06-14 10:18:54,"Reader_Data/6-14-22-Reader.csv","3DD.003E281A9E","Brown",9,NA
"556","3DD.003E281A9F","989.001042815647","1A9F","5647",314,1,2022-07-13 13:40:54,2022-07-13 13:40:54,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E281A9F","Rainbow",4,NA
"557","3DD.003E281AA1",NA,"1AA1",NA,641,1,2022-07-01 11:00:00,2022-07-01 11:00:00,"Reader_Data/7-01-22-Reader.csv","3DD.003E281AA1","Rainbow",4,"Blinken"
"558","3DD.003E281AA2",NA,"1AA2",NA,642,1,2022-07-01 11:00:00,2022-07-01 11:00:00,"Reader_Data/7-01-22-Reader.csv","3DD.003E281AA2","Rainbow",6,"Blinken"
"559","3DD.003E281AA3",NA,"1AA3",NA,668,1,2022-07-06 11:00:00,2022-07-06 11:00:00,"Reader_Data/7-6-22-Reader-brett.csv","3DD.003E281AA3","Rainbow",17,"Herbert"
"560","3DD.003E281AA4",NA,"1AA4",NA,624,1,2022-06-25 11:00:00,2022-06-25 11:00:00,"Reader_Data/6-25-22-Brett-Reader.csv","3DD.003E281AA4","Brown",6,NA
"561","3DD.003E281AA5",NA,"1AA5",NA,635,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-9-22-Reader.csv","3DD.003E281AA5","Brown",16,NA
"562","3DD.003E281AA6",NA,"1AA6",NA,613,1,2022-06-23 11:00:00,2022-06-23 11:00:00,"Reader_Data/6-23-22-Reader.csv","3DD.003E281AA6","Brown",15,NA
"563","3DD.003E281AA6 ",NA,"1AA6",NA,606,1,2022-06-18 11:00:00,2022-06-18 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281AA6 ","Brown",15,NA
"564","3DD.003E281AA8","989.001042815656","1AA8","5656",269,1,2022-06-22 11:31:30,2022-06-22 11:31:30,"Reader_Data/6-22-22-Reader.csv","3DD.003E281AA8","Brown",16,NA
"565","3DD.003E281AA9 ",NA,"1AA9",NA,605,1,2022-06-18 11:00:00,2022-06-18 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281AA9 ","Rainbow",14,NA
"566","3DD.003E281AAA","989.001042815658","1AAA","5658",272,1,2022-06-25 14:41:23,2022-06-25 14:41:23,"Reader_Data/6-25-22-Reader.csv","3DD.003E281AAA","Rainbow",15,NA
"567","3DD.003E281AAB","989.001042815659","1AAB","5659",271,1,2022-06-22 14:32:15,2022-06-22 14:32:15,"Reader_Data/6-22-22-Reader.csv","3DD.003E281AAB","Brown",18,NA
"568","3DD.003E281AAC",NA,"1AAC",NA,616,1,2022-06-23 11:00:00,2022-06-23 11:00:00,"Reader_Data/6-23-22-Reader.csv","3DD.003E281AAC","Brown",19,NA
"569","3DD.003E281AAD","989.001042815661","1AAD","5661",270,1,2022-06-22 14:24:45,2022-06-22 14:24:45,"Reader_Data/6-22-22-Reader.csv","3DD.003E281AAD","Brown",18,NA
"570","3DD.003E281AAE","989.001042815662","1AAE","5662",281,1,2022-06-28 10:53:56,2022-06-28 10:53:56,"Reader_Data/6-28-22-Reader.csv","3DD.003E281AAE","Brown",7,NA
"571","3DD.003E281AAF",NA,"1AAF",NA,622,1,2022-06-25 11:00:00,2022-06-25 11:00:00,"Reader_Data/6-25-22-Brett-Reader.csv","3DD.003E281AAF","Rainbow",16,NA
"572","3DD.003E281AB0","989.001042815664","1AB0","5664",261,1,2022-06-17 11:53:05,2022-06-17 11:53:05,"Reader_Data/6-17-22-Reader.csv","3DD.003E281AB0","Brown",4,""
"573","3DD.003E281AB1","989.001042815665","1AB1","5665",282,1,2022-06-28 11:04:14,2022-06-28 11:04:14,"Reader_Data/6-28-22-Reader.csv","3DD.003E281AB1","Brown",16,NA
"574","3DD.003E281AB2",NA,"1AB2",NA,625,1,2022-06-29 11:00:00,2022-06-29 11:00:00,"Reader_Data/6-29-22-Reader-Brett.csv","3DD.003E281AB2","Brown",14,"Herbert"
"575","3DD.003E281AB3","989.001042815667","1AB3","5667",401,1,2022-07-05 11:00:00,2022-07-05 11:00:00,"Reader_Data/7-5-22-Reader-brett.csv","3DD.003E281AB3","Brown",15,"Firtel"
"576","3DD.003E281AB4",NA,"1AB4",NA,629,1,2022-06-30 11:00:00,2022-06-30 11:00:00,"Reader_Data/6-30-22-Reader-Brett.csv","3DD.003E281AB4","Rainbow",14,"Ransohoff"
"577","3DD.003E281AB5","989.001042815669","1AB5","5669",295,1,2022-06-08 23:07:54,2022-06-08 23:07:54,"Reader_Data/6-9-22-Reader.csv","3DD.003E281AB5","Rainbow",13,NA
"578","3DD.003E281AB6",NA,"1AB6",NA,631,1,2022-06-30 11:00:00,2022-06-30 11:00:00,"Reader_Data/6-30-22-Reader-Brett.csv","3DD.003E281AB6","Brown",18,"Ransohoff"
"579","3DD.003E281AB7","989.001042815671","1AB7","5671",407,1,2022-07-08 11:00:00,2022-07-08 11:00:00,"Reader_Data/7-8-22-Reader.csv","3DD.003E281AB7","Rainbow",14,"Ames"
"581","3DD.003E281AB9",NA,"1AB9",NA,608,1,2022-06-21 11:00:00,2022-06-21 11:00:00,"Reader_Data/6-21-22-Reader.csv","3DD.003E281AB9","Brown",12,NA
"582","3DD.003E281ABA ",NA,"1ABA",NA,618,1,2022-06-23 11:00:00,2022-06-23 11:00:00,"Reader_Data/6-23-22-Reader.csv","3DD.003E281ABA ","Rainbow",14,NA
"585","3DD.003E281ABD",NA,"1ABD",NA,628,1,2022-06-30 11:00:00,2022-06-30 11:00:00,"Reader_Data/6-30-22-Reader-Brett.csv","3DD.003E281ABD","Brown",6,"Ransohoff"
"586","3DD.003E281ABE",NA,"1ABE",NA,621,1,2022-06-24 11:00:00,2022-06-24 11:00:00,"Reader_Data/6-25-22-Brett-Reader.csv","3DD.003E281ABE","Rainbow",3,NA
"587","3DD.003E281ABF ",NA,"1ABF",NA,620,1,2022-06-24 11:00:00,2022-06-24 11:00:00,"Reader_Data/6-25-22-Brett-Reader.csv","3DD.003E281ABF ","Brown",16,NA
"588","3DD.003E281AC1",NA,"1AC1",NA,634,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-9-22-Reader.csv","3DD.003E281AC1","Brown",17,NA
"589","3DD.003E281AC2","989.001042815682","1AC2","5682",292,1,2022-06-08 22:25:13,2022-06-08 22:25:13,"Reader_Data/6-9-22-Reader.csv","3DD.003E281AC2","Rainbow",14,NA
"590","3DD.003E281AC3",NA,"1AC3",NA,627,1,2022-06-29 11:00:00,2022-06-29 11:00:00,"Reader_Data/6-29-22-Reader-Brett.csv","3DD.003E281AC3","Rainbow",14,"Herbert"
"591","3DD.003E281AC4","989.001042815684","1AC4","5684",297,1,2022-06-08 23:18:18,2022-06-08 23:18:18,"Reader_Data/6-9-22-Reader.csv","3DD.003E281AC4","Rainbow",12,NA
"592","3DD.003E281ACO",NA,"1ACO",NA,603,1,2022-06-09 11:00:00,2022-06-09 11:00:00,"Reader_Data/6-19-22-Reader-Brett.csv","3DD.003E281ACO","Brown",14,NA
"594","3DD.003E29748E","989.001042904206","748E","4206",315,1,2022-07-13 14:01:33,2022-07-13 14:01:33,"Reader_Data/7-13-22-Stalker-Reader.csv","3DD.003E29748E","Rainbow",3,NA
"595","3DD.003E29748F","989.001042904207","748F","4207",406,1,2022-07-08 11:00:00,2022-07-08 11:00:00,"Reader_Data/7-8-22-Reader.csv","3DD.003E29748F","Rainbow",6,"Ames"
"597","3DD.003E297491",NA,"7491",NA,664,1,2022-07-25 11:00:00,2022-07-25 11:00:00,"Reader_Data/7-25-22-Reader-brett.csv","3DD.003E297491","Rainbow",4,"Ransohoff"
"598","3DD.003E297492","989.00104290421","7492","0421",559,1,2022-07-29 07:56:19,2022-07-29 07:56:19,"Reader_Data/7-29-22-Reader.csv","3DD.003E297492","Brown",16,"Hume"
"599","3DD.003E297493","989.001042904211","7493","4211",392,1,2022-07-29 11:24:33,2022-07-29 11:24:33,"Reader_Data/7-29-22-Reader.csv","3DD.003E297493","Rainbow",17,""
"600","3DD.003E297494",NA,"7494",NA,662,1,2022-07-25 11:00:00,2022-07-25 11:00:00,"Reader_Data/7-25-22-Reader-brett.csv","3DD.003E297494","Brown",14,"Ransohoff"
